brand_id,path,value
BRD_20161241,extracted_raw.autonomy.territory_protection.special_commercial_area,"단, 배달을 주된 업으로 하지 않고 특정장소에 입점하여 내점고객에 판매를 주로 하는 매장 등(특화매장 또는 특수상권)은 위 기준을 적용하지 않고 점포 특성에 알맞게 영업지역을 설정 합니다. 특화매장은 가맹본부가 임의대로 설치 가능하되, 특화매장의 영업지역은 지정된 장소에 국한하고 배달영업은 하지 않습니다."
BRD_20161241,extracted_raw.autonomy.interior_modification.allowed,
BRD_20161241,extracted_raw.autonomy.interior_modification.conditions,
BRD_20161241,extracted_raw.autonomy.interior_modification.source_quote,
BRD_20161241,extracted_raw.autonomy.online_channel_freedom.delivery_app,
BRD_20161241,extracted_raw.autonomy.online_channel_freedom.source_quote,"공식 SNS 통한 전국 연중
E-쿠폰 증정 등 약 20백만원
행사 지원 패밀리 지속
(본사 100% 부담)"
BRD_20161241,extracted_raw.autonomy.online_channel_freedom.sns_marketing,true
BRD_20161241,extracted_raw.autonomy.owner_education_requirement.source_quote,"2) 당사에서 실시되는 교육은 가맹점의 계약자, 운영자 모두 반드시 입소하여야 합니다.
3) 가맹점 운영권의 상속, 대리행사, 위탁 등
가맹점운영권은 원칙적으로 당사와 가맹계약을 체결한 귀하에게 주어집니다. 따라
서 개인사정 등으로 가맹점운영권을 다른 사람에게 대리행사하게 할 경우에는 당사에
사전에 서면으로 그 사실을 통지하여야 합니다."
BRD_20161241,extracted_raw.autonomy.owner_education_requirement.proxy_allowed,true
BRD_20161241,extracted_raw.autonomy.owner_education_requirement.proxy_conditions,"가맹점의 계약자, 운영자 모두 반드시 입소하여야 합니다. 가맹점운영권을 다른 사람에게 대리행사하게 할 경우에는 당사에 사전에 서면으로 그 사실을 통지하여야 합니다."
BRD_20161241,extracted_raw.autonomy.owner_education_requirement.owner_must_attend,true
BRD_20161241,extracted_raw.autonomy.education_non_attendance_penalty.penalties[0],가맹계약이 해지될 수 있습니다.
BRD_20161241,extracted_raw.autonomy.education_non_attendance_penalty.penalties[1],"기초과정교육을 수료하지 않은 자는 가맹점의 운영, 제품의 조리, 배달 서비스를 할 수 없습니다."
BRD_20161241,extracted_raw.autonomy.education_non_attendance_penalty.source_quote,"4. 교육ㆍ훈련 불참 시에 받을 수 있는 불이익
1) 기한 내 교육을 받지 않은 경우에는 가맹계약이 해지될 수 있으며, 기초과정교육
을 수료하지 않은 자는 가맹점의 운영, 제품의 조리, 배달 서비스를 할 수 없습
니다.
2) 가맹점사업자가 교육입소명령을 받고도 이에 불응하는 경우, 또는 교육을 수료
하지 않는 경우에 가맹계약을 해지할 수 있습니다."
BRD_20161241,extracted_raw.exit_risk.contract_term.source_quote,"1) 가맹계약의 기간
최초 계약기간은 계약체결일로부터 2년이며, 갱신의 경우 계약기간은 2년입니다.
2) 계약 연장이나 재계약, 또는 계약 종료에 필요한 절차
가맹사업거래의 공정화에 관한 법률 제13조 및 같은법 시행령 제14조에 따라 귀
하에게는 가맹계약의 갱신을 요구할 수 있는 권리가 최초 계약일로부터 10년간
주어집니다. 구체적인 절차는 다음과 같습니다."
BRD_20161241,extracted_raw.exit_risk.contract_term.initial_years,2
BRD_20161241,extracted_raw.exit_risk.contract_term.renewal_years,2
BRD_20161241,extracted_raw.exit_risk.contract_term.guarantee_years,10
BRD_20161241,extracted_raw.exit_risk.deposit_refund.amount,"5,000천원"
BRD_20161241,extracted_raw.exit_risk.deposit_refund.conditions,"계약이 종료되거나 해지된 경우에 가맹점사업자가 가맹계약서에
정한 의무를 이행하지 못한 경우의 손해배상액을 담보하기 위한 것으로서, 가맹점사업자가 당사에 지급하는 금원입니다. 보증금은 계약 종료 시 전액이 귀하에게
반환되는 대가입니다. 다만, 귀하의 귀책사유가 있는 경우에는 그러하지 아니합니다.
계약이행보증금은 계약이 종료되거나 해지된 경우에 가맹점사업자가 가맹계약
서에서 정한 의무(간판 철거, 매뉴얼 반납 등) 및 조치가 완료된 후에 잔금이
반환되며, 가맹점사업자는 계약이행보증금에 대한 이자를 청구할 수 없습니다."
BRD_20161241,extracted_raw.exit_risk.deposit_refund.refundable,true
BRD_20161241,extracted_raw.exit_risk.deposit_refund.source_quote,"2) 보증금은 다음 표의 내용과 같습니다. 보증금은 계약 종료 시 전액이 귀하에게
반환되는 대가입니다. 다만, 귀하의 귀책사유가 있는 경우에는 그러하지 아니합니다.
(단위 : 천원)
구분 금액 지급 기한 가맹점사업자의 귀책사유 비고
5.000(BSK)
5.000(올리브치킨) 1)철거 및 원상회복
계약종료 후 가맹계약서에 정한
계약이행 5,000(올리브치킨카페) 2)온라인채널 정산
의무를 이행하지 못한 손해배상
보증금 5,000(치킨&비어) 3)상기 1),2)항 완료
등의 사유
5,000(프리미엄카페) 후 7일 이내 지급
5,000(빌리지)
- 17 -
구분 | 금액 | 지급 기한 | 가맹점사업자의 귀책사유 | 비고
계약이행
보증금 | 5.000(BSK)
5.000(올리브치킨)
5,000(올리브치킨카페)
5,000(치킨&비어)
5,000(프리미엄카페)
5,000(빌리지) | 1)철거 및 원상회복
2)온라인채널 정산
3)상기 1),2)항 완료
후 7일 이내 지급 | 계약종료 후 가맹계약서에 정한
의무를 이행하지 못한 손해배상
등의 사유 | 

(가) 계약이행보증금은 계약이 종료되거나 해지된 경우에 가맹점사업자가 가맹계약서에
정한 의무를 이행하지 못한 경우의 손해배상액을 담보하기 위한 것으로서,
가맹점사업자가 당사에 지급하는 금원입니다.
(나) 계약이행보증금은 계약이 종료되거나 해지된 경우에 가맹점사업자가 가맹계약
서에서 정한 의무(간판 철거, 매뉴얼 반납 등) 및 조치가 완료된 후에 잔금이
반환되며, 가맹점사업자는 계약이행보증금에 대한 이자를 청구할 수 없습니다."
BRD_20161241,extracted_raw.exit_risk.legal_violations.exists,false
BRD_20161241,extracted_raw.exit_risk.legal_violations.details,
BRD_20161241,extracted_raw.exit_risk.legal_violations.source_quote,"1. 공정거래위원회 또는 시·도 지사의 시정조치 등
당사와 당사의 임원은 정보공개일 현재 최근 3년 동안 가맹사업거래와 관련하여
가맹사업거래의 공정화에 관한 법률, 독점규제 및 공정거래에 관한 법률 및 약관의
규제에 관한 법률을 위반하여 공정거래위원회 또는 시·도지사로부터 시정조치 등을
받은 사실이 없습니다.
2. 민사소송 및 민사상 화해
당사와 당사의 임원은 정보공개일 현재 최근 3년 동안 가맹사업거래와 관련하여
가맹사업거래의 공정화에 관한 법률 또는 독점규제 및 공정거래에 관한 법률을 위
반하거나, 사기ㆍ횡령ㆍ배임 등 타인의 재물이나 재산상 이익을 영득 또는 이득 하는
죄와 관련된 민사소송에서 패소의 확정판결을 받았거나, 민사상 화해를 한 사실이
없습니다.
3. 형(刑)의 선고
당사와 당사의 임원은 정보공개일 현재 최근 3년 동안 사기ㆍ횡령ㆍ배임 등 타인의
재물이나 재산상 이익을 영득 또는 이득 하는 죄를 범하여 형의 선고를 받은 사실
이 없습니다."
BRD_20161241,extracted_raw.exit_risk.non_compete_clause.scope,계약기간 동안 귀하가 본인 또는 제3자의 명의로 [BBQ]와 동일한 업종의 영업을 하는 행위를 금지하고 있습니다.
BRD_20161241,extracted_raw.exit_risk.non_compete_clause.duration,
BRD_20161241,extracted_raw.exit_risk.non_compete_clause.source_quote,"1) 경업금지의 범위
당사는 계약기간 동안 귀하가 본인 또는 제3자의 명의로 [BBQ]와 동일한 업종의
영업을 하는 행위를 금지하고 있습니다."
BRD_20161241,extracted_raw.exit_risk.non_compete_clause.post_termination,false
BRD_20161241,extracted_raw.exit_risk.termination_penalty.exists,true
BRD_20161241,extracted_raw.exit_risk.termination_penalty.source_quote,"4) 계약 종료 후의 조치 사항
(가) 계약이 해지되거나 종료되면 가맹점사업자는 계약해지일 또는 종료일로부터 10일
이내 당사에 대한 채무 전액을 당사에 지급하여야 합니다. 위 채무상환이 지연되는
경우에 가맹점사업자는 위 지급일의 다음날로부터 변제일 까지 연체된 채무액의
연 12%에 해당하는 지연이자를 가산하여 지급하여야 합니다."
BRD_20161241,extracted_raw.exit_risk.termination_penalty.calculation_method,계약해지일 또는 종료일로부터 10일 이내 당사에 대한 채무 전액을 당사에 지급하여야 합니다. 위 채무상환이 지연되는 경우에 가맹점사업자는 위 지급일의 다음날로부터 변제일 까지 연체된 채무액의 연 12%에 해당하는 지연이자를 가산하여 지급하여야 합니다.
BRD_20161241,extracted_raw.exit_risk.transfer_conditions.source_quote,"3) 가맹점 운영권 양도 과정의 부담
귀하가 운영하는 가맹점의 운영권을 다른 사람에게 양도할 경우에는 귀하가 당
사에 지급해야 할 비용은 없습니다. 다만, 양수인은 가맹점을 운영하기 위하여 요
구되는 교육을 받아야 하며 이에 필요한 교육비를 지급하여야 합니다. 또한 양
수인이 새로운 가맹계약 체결을 선택하신 경우 최초 가맹금과 계약이행보증금도
당사에 지급하여야 합니다.
2) 가맹점 운영권의 양도
(가) 귀하가 가맹점운영권을 다른 사업자에게 양도하기 위해서는 당사에게 서면으
로 그 사실을 통지하여야 하며, 자세한 내용은 다음과 같습니다.
양도 가능 조건 양도 절차 비고
가맹점사업자가 서면으로 양도 통지
양수인이 당사가 정한 → 당사 운영팀 검토
문의: 운영팀
가맹점운영기준을준수할 것 → 양도인, 양수인, 가맹본부의 양수도 계약 체결
→ 가맹점운영권 이전 완료
(나) 당사는 양도승인 시 양도자의 계약 잔여기간 동안 기존점포의 운영을 승계하
며, 계약기간 종료 후에는 신규계약에 준합니다. 또는 양수인이 신규 가맹
계약 체결을 선택할 수 있습니다."
BRD_20161241,extracted_raw.exit_risk.transfer_conditions.transfer_fee,없습니다.
BRD_20161241,extracted_raw.exit_risk.transfer_conditions.requires_approval,true
BRD_20161241,extracted_raw.exit_risk.avg_operation_period.year,2024
BRD_20161241,extracted_raw.exit_risk.avg_operation_period.avg_days,2316
BRD_20161241,extracted_raw.exit_risk.avg_operation_period.store_count,2316
BRD_20161241,extracted_raw.exit_risk.avg_operation_period.source_quote,"8. 가맹점의 평균 영업기간
당사의 바로 전 사업연도 말 현재 영업 중인 가맹점사업자의 평균 영업기간은 다
음과 같습니다.
연도 영업 중인 가맹점 수 평균 영업기간
2024 2,316 6년 4개월"
BRD_20161241,extracted_raw.exit_risk.franchise_fee_refund.conditions,영업 개시 이전까지 계약을 해지할 경우 당사에서 정한 위약금을 공제하고 반환되나 가맹사업거래의 공정화에 관한 법률 제10조(가맹금의 반환)에 의해 법에서 정한 조건에 부합하지 않는 경우 반환되지 않습니다.
BRD_20161241,extracted_raw.exit_risk.franchise_fee_refund.refundable,true
BRD_20161241,extracted_raw.exit_risk.franchise_fee_refund.source_quote,"(가) 가입비
가입비는 [BBQ] 영업표지의 최초 사용허락의 개시 및 가맹사업 운영 노하우 전수
에 대한 1회성 대가로서 계약체결 시 가맹점사업자가 당사에 지급하는 금원입니다.
지급기한은 계약 체결 후 3일이내로서, 영업 개시 이전까지 계약을 해지할 경우
당사에서 정한 위약금을 공제하고 반환되나 가맹사업거래의 공정화에 관한 법률
제10조(가맹금의 반환)에 의해 법에서 정한 조건에 부합하지 않는 경우 반환되지
않습니다.
(나) 교육비
교육비는 가맹점사업자가 가맹사업을 영위하기 위해 필요한 상품조리 및 가맹점
운영 등에 대한 기본지식 습득 및 기술이전을 위하여 당사 연수원에 입소하여 교육을
받을 때 소요되는 경비(강사료, 숙박비, 교재비, 실습재료비 등)로서 당사에 지급하는
금원입니다.
지급기한은 교육신청 후 3일 이내로서, 교육시작 1일 이전까지 계약을 해지할 경우
당사에서 정한 위약금을 공제하고 반환되나 가맹사업거래의 공정화에 관한 법률
제10조(가맹금의 반환)에 의해 법에서 정한 조건에 부합하지 않는 경우 반환되지
않습니다."
BRD_20161241,extracted_raw.exit_risk.renovation_obligation.exists,true
BRD_20161241,extracted_raw.exit_risk.renovation_obligation.cost_bearer,가맹본부 20~40% 부담
BRD_20161241,extracted_raw.exit_risk.renovation_obligation.cycle_years,
BRD_20161241,extracted_raw.exit_risk.renovation_obligation.source_quote,"점포시설
리뉴얼 | (주)제너시스
비비큐 / 본사
등록 협력사
또는 자율
선정 업체 | 공사견적을 기준으로
하되, 당사는20∼40%의
비용을 부담할 수
있습니다. | 공사개시 전
비용정산 |  |  | 단, 가맹사업법
제12조의2, 제2항
각호에 해당되는
경우에는 예외로 함"
BRD_20161241,extracted_raw.exit_risk.interior_self_construction.allowed,true
BRD_20161241,extracted_raw.exit_risk.interior_self_construction.conditions,실제 공사시 금액과는 다소 차이가 있을 수 있음 본사 납입분은 평형별 차이 발생
BRD_20161241,extracted_raw.exit_risk.interior_self_construction.source_quote,"인테리어 | ㈜제너시스
비비큐 /
본사 등록
협력사
또는 자율
선정 업체 | 14,080 | 1,760 | 공사개시 전
착수금으로 50%
이상 납입하며
공사가 종료되면
공사완료보고서
작성 후 3일 이내
공사 잔금 입금 | 공사 시작
전 본사의
귀책으로
가맹계약이
취소된
경우 | 실제 공사시 금액
과는 다소 차이가
있을 수 있음
본사 납입분은 평
형별 차이 발생"
BRD_20161241,extracted_raw.exit_risk.franchisee_termination_grounds.source_quote,
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[0],가맹점사업자가 가맹계약상의 가맹금 등의 지급의무를 지키지 아니한 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[1],다른 가맹점사업자에게 통상적으로 적용되는 계약조건이나 영업방침을 가맹점사업자가 수락하지 아니한 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[2],가맹사업의 유지를 위하여 필요하다고 인정되는 것으로서 가맹점의 운영에 필요한 점포ㆍ설비의 확보나 법령상 필요한 자격ㆍ면허ㆍ허가의 취득에 관한 사항을 지키지 아니한 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[3],가맹사업의 유지를 위하여 필요하다고 인정되는 것으로서 판매하는 상품이나 용역의 품질을 유지하기 위하여 필요한 제조공법 또는 서비스기법의 준수에 관한 사항을 지키지 아니한 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[4],가맹사업의 유지를 위하여 필요하다고 인정되는 것으로서 가맹본부의 가맹사업 경영에 필수적인 지식재산권의 보호에 관한 사항을 지키지 아니한 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[5],가맹사업의 유지를 위하여 필요하다고 인정되는 것으로서 가맹본부가 가맹점사업자에게 정기적으로 실시하는 교육ㆍ훈련의 준수에 관한 사항을 지키지 아니한 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[6],가맹점사업자에게 파산 신청이 있거나 강제집행절차 또는 회생절차가 개시된 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[7],가맹점사업자가 발행한 어음ㆍ수표가 부도 등으로 지급정지된 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[8],"천재지변, 중대한 일신상의 사유 등으로 가맹점사업자가 더 이상 가맹사업을 경영할 수 없게 된 경우"
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[9],가맹점사업자가 가맹점 운영과 관련되는 법령을 위반하여 위법사실을 시정하라는 내용의 행정처분을 받거나 법원 판결을 받음으로써 가맹본부의 명성이나 신용을 뚜렷이 훼손하여 가맹사업에 중대한 장애를 초래한 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[10],가맹점사업자가 가맹점 운영과 관련되는 법령을 위반하여 위법사실을 처분사유로 하는 과징금ㆍ과태료 등 부과처분을 받음으로써 가맹본부의 명성이나 신용을 뚜렷이 훼손하여 가맹사업에 중대한 장애를 초래한 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[11],가맹점사업자가 가맹점 운영과 관련되는 법령을 위반하여 위법사실을 처분사유로 하는 영업정지 명령을 받음으로써 가맹본부의 명성이나 신용을 뚜렷이 훼손하여 가맹사업에 중대한 장애를 초래한 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[12],"가맹점사업자가 가맹점 운영과 관련되는 법령을 위반하여 자격ㆍ면허ㆍ허가 취소 또는 영업정지 명령(15일 이내의 영업정지 명령을 받은 경우는 제외한다) 등 그 시정이 불가능한 성격의 행정처분을 받은 경우. 다만, 법령에 근거하여 행정처분을 갈음하는 과징금 등의 부과 처분을 받은 경우는 제외한다."
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[13],"가맹점사업자가 법 제14조제1항 본문에 따른 가맹본부의 시정요구에 따라 위반사항을 시정한 날부터 1년(계약갱신이나 재계약된 경우에는 종전 계약기간에 속한 기간을 합산한다) 이내에 다시 같은 사항을 위반하는 경우. 다만, 가맹본부가 시정을 요구하는 서면에 다시 같은 사항을 1년 이내에 위반하는 경우에는 법 제14조제1항의 절차를 거치지 아니하고 가맹계약이 해지될 수 있다는 사실을 누락한 경우는 제외한다."
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[14],가맹점사업자가 가맹점 운영과 관련된 행위로 형사처벌을 받은 경우
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[15],"가맹점사업자가 뚜렷이 공중의 건강이나 안전에 급박한 위해를 일으킬 염려가 있는 방법이나 형태로 가맹점을 운영하고 있으나, 행정청의 시정조치를 기다리기 어려운 경우"
BRD_20161241,extracted_raw.exit_risk.franchisor_termination_grounds.grounds[16],가맹점사업자가 정당한 사유 없이 연속하여 7일 이상 영업을 중단한 경우
